[1, 1, 4, 4, 11, 11, 2, 2, 32, 32]
[0, 0, 1, 1, 1, 1, 1, 1, 42, 52]
[1, 1, 1, 1, 16, 22, 25, 28, 2, 3]
[2, 4, 6, 8, 1, 8, 5, 1, 32, 33]
[1, 1, 7, 7, 11, 11, 0, 0, 31, 31]
[2, 2, 3, 3, 5, 9, 13, 18, 21, 24]
[0, 0, 15, 20, 0, 0, 30, 35, 0, 0]
[0, 0, 0, 0, 14, 18, 0, 0, 32, 36]
[4, 2, 4, 6, 7, 2, 25, 31, 3, 16]
[6, 6, 14, 9, 10, 15, 7, 12, 12, 9]
[0, 0, 2, 2, 2, 2, 22, 24, 23, 23]
[5, 5, 10, 13, 14, 4, 4, 3, 4, 38]
[1, 6, 7, 2, 7, 3, 4, 16, 27, 27]
[1, 1, 1, 1, 0, 0, 21, 23, 27, 25]
[0, 0, 0, 0, 22, 22, 0, 0, 28, 28]
[0, 0, 0, 0, 0, 0, 16, 16, 34, 34]
[0, 6, 6, 11, 11, 0, 2, 31, 31, 2]
[0, 0, 0, 0, 0, 0, 25, 25, 25, 25]
[1, 1, 0, 0, 0, 0, 23, 25, 23, 27]
[1, 8, 4, 11, 7, 14, 10, 17, 12, 16]
[6, 0, 7, 0, 0, 0, 0, 43, 0, 44]
[6, 0, 10, 0, 25, 0, 27, 0, 32, 0]
[0, 0, 0, 0, 0, 0, 0, 0, 0, 100]
