[2, 4, 5, 8, 6, 16, 21, 26, 3, 9]
[0, 2, 4, 7, 11, 15, 17, 19, 20, 5]
[1, 1, 1, 3, 6, 13, 18, 21, 25, 11]
[1, 1, 2, 3, 6, 13, 17, 21, 34, 2]
[2, 4, 3, 2, 2, 2, 23, 27, 3, 32]
[1, 2, 3, 2, 2, 2, 23, 27, 6, 32]
[2, 4, 3, 4, 7, 7, 3, 2, 32, 36]
[1, 3, 7, 10, 6, 17, 23, 3, 2, 28]
[1, 1, 2, 2, 1, 2, 22, 26, 32, 11]
[1, 1, 2, 6, 10, 13, 20, 30, 17, 0]
[2, 3, 6, 10, 16, 22, 18, 12, 7, 4]
[1, 2, 3, 4, 5, 5, 5, 15, 20, 40]
[0, 0, 1, 2, 11, 16, 21, 0, 11, 38]
[0, 0, 0, 0, 16, 16, 17, 21, 28, 2]
[1, 1, 1, 3, 3, 3, 13, 13, 24, 38]
[1, 2, 2, 1, 1, 1, 16, 22, 25, 29]
[1, 1, 2, 2, 3, 11, 1, 1, 36, 42]
[3, 4, 5, 8, 10, 12, 14, 16, 8, 20]
[1, 2, 3, 10, 12, 14, 12, 12, 13, 21]
[1, 1, 1, 1, 1, 1, 1, 23, 35, 35]
[0, 1, 1, 2, 4, 8, 16, 20, 22, 26]
[2, 2, 2, 2, 10, 11, 12, 17, 40, 2]
[1, 1, 0, 0, 5, 17, 19, 0, 33, 24]
[3, 4, 6, 7, 9, 11, 10, 8, 7, 35]
[4, 5, 6, 7, 14, 30, 5, 7, 10, 12]
[0, 0, 0, 0, 13, 13, 16, 14, 22, 22]
[0, 0, 0, 1, 1, 12, 15, 18, 24, 29]
[0, 1, 1, 1, 1, 1, 14, 2, 26, 53]
[1, 2, 4, 5, 8, 30, 30, 10, 5, 5]
[0, 0, 0, 7, 11, 12, 13, 17, 19, 21]
[1, 1, 1, 1, 1, 1, 1, 11, 41, 41]
[1, 1, 1, 1, 1, 10, 13, 18, 22, 32]
[0, 0, 0, 0, 0, 20, 20, 20, 20, 20]
[2, 4, 6, 8, 10, 10, 10, 0, 20, 30]
[0, 0, 0, 3, 8, 11, 13, 15, 18, 32]
[0, 0, 0, 0, 0, 2, 13, 16, 34, 35]
[0, 0, 0, 0, 0, 0, 13, 12, 23, 52]
[5, 5, 5, 5, 10, 0, 0, 0, 0, 70]
[0, 11, 11, 12, 12, 11, 10, 11, 11, 11]
[20, 2, 11, 11, 12, 12, 12, 11, 9, 0]
[21, 14, 14, 14, 14, 14, 3, 2, 2, 2]
[35, 13, 13, 13, 13, 13, 0, 0, 0, 0]
